Option #,Window Type,Window U-Value,Window SHGC,Airtightness,Wall R-Value,Roof R-Value,TEDI kWh/m²/yr,CEDI kWh/m²/yr,TEUI kWh/m²/yr,Overheating Hours in Worst Suite,Max Temp in Worst Suite (°C),Utility Cost ($)
87,Exist2,0,0,0.09,7.5,5.2,0,0,0,0,0,0
88,Exist2,0,0,0.09,7.5,30,0,0,0,0,0,0
89,Exist2,0,0,0.09,10,5.2,0,0,0,0,0,0
90,Exist2,0,0,0.09,10,30,0,0,0,0,0,0
91,Exist2,0,0,0.09,12,5.2,0,0,0,0,0,0
92,Exist2,0,0,0.09,12,30,0,0,0,0,0,0
93,Exist2,0,0,0.09,14,5.2,0,0,0,0,0,0
94,Exist2,0,0,0.09,14,30,0,0,0,0,0,0
95,Exist2,0,0,0.09,15,5.2,0,0,0,0,0,0
96,Exist2,0,0,0.09,15,30,0,0,0,0,0,0
97,Exist2,0,0,0.09,18,5.2,0,0,0,0,0,0
98,Exist2,0,0,0.09,18,30,0,0,0,0,0,0
99,Exist2,0,0,0.123,5,5.2,0,0,0,0,0,0
100,Exist2,0,0,0.123,5,30,0,0,0,0,0,0
101,Exist2,0,0,0.123,7.5,5.2,0,0,0,0,0,0
102,Exist2,0,0,0.123,7.5,30,0,0,0,0,0,0
103,Exist2,0,0,0.123,10,5.2,0,0,0,0,0,0
104,Exist2,0,0,0.123,10,30,0,0,0,0,0,0
105,Exist2,0,0,0.123,12,5.2,0,0,0,0,0,0
106,Exist2,0,0,0.123,12,30,0,0,0,0,0,0
107,Exist2,0,0,0.123,14,5.2,0,0,0,0,0,0
108,Exist2,0,0,0.123,14,30,0,0,0,0,0,0
109,Exist2,0,0,0.123,15,5.2,0,0,0,0,0,0
110,Exist2,0,0,0.123,15,30,0,0,0,0,0,0
111,Exist2,0,0,0.123,18,5.2,0,0,0,0,0,0
112,Exist2,0,0,0.123,18,30,0,0,0,0,0,0
113,Exist2,0,0,0.081,5,5.2,0,0,0,0,0,0
114,Exist2,0,0,0.081,5,30,0,0,0,0,0,0
115,Exist2,0,0,0.081,7.5,5.2,0,0,0,0,0,0
116,Exist2,0,0,0.081,7.5,30,0,0,0,0,0,0
117,Exist2,0,0,0.081,10,5.2,0,0,0,0,0,0
118,Exist2,0,0,0.081,10,30,0,0,0,0,0,0
119,Exist2,0,0,0.081,12,5.2,0,0,0,0,0,0
120,Exist2,0,0,0.081,12,30,0,0,0,0,0,0
121,Exist2,0,0,0.081,14,5.2,0,0,0,0,0,0
122,Exist2,0,0,0.081,14,30,0,0,0,0,0,0
123,Exist2,0,0,0.081,15,5.2,0,0,0,0,0,0
124,Exist2,0,0,0.081,15,30,0,0,0,0,0,0
125,Exist2,0,0,0.081,18,5.2,0,0,0,0,0,0
126,Exist2,0,0,0.081,18,30,0,0,0,0,0,0
127,Exist2,0,0,0.063,5,5.2,0,0,0,0,0,0
128,Exist2,0,0,0.063,5,30,0,0,0,0,0,0
129,Exist2,0,0,0.063,7.5,5.2,0,0,0,0,0,0
130,Exist2,0,0,0.063,7.5,30,0,0,0,0,0,0
131,Exist2,0,0,0.063,10,5.2,0,0,0,0,0,0
132,Exist2,0,0,0.063,10,30,0,0,0,0,0,0
133,Exist2,0,0,0.063,12,5.2,0,0,0,0,0,0
134,Exist2,0,0,0.063,12,30,0,0,0,0,0,0
135,Exist2,0,0,0.063,14,5.2,0,0,0,0,0,0
136,Exist2,0,0,0.063,14,30,0,0,0,0,0,0
137,Exist2,0,0,0.063,15,5.2,0,0,0,0,0,0
138,Exist2,0,0,0.063,15,30,0,0,0,0,0,0
139,Exist2,0,0,0.063,18,5.2,0,0,0,0,0,0
140,Exist2,0,0,0.063,18,30,0,0,0,0,0,0
141,Exist3,0,0,0.15,5,5.2,0,0,0,0,0,0
142,Exist3,0,0,0.15,5,30,0,0,0,0,0,0
143,Exist3,0,0,0.15,7.5,5.2,0,0,0,0,0,0
144,Exist3,0,0,0.15,7.5,30,0,0,0,0,0,0
145,Exist3,0,0,0.15,10,5.2,0,0,0,0,0,0
146,Exist3,0,0,0.15,10,30,0,0,0,0,0,0
147,Exist3,0,0,0.15,12,5.2,0,0,0,0,0,0
148,Exist3,0,0,0.15,12,30,0,0,0,0,0,0
149,Exist3,0,0,0.15,14,5.2,0,0,0,0,0,0
150,Exist3,0,0,0.15,14,30,0,0,0,0,0,0
151,Exist3,0,0,0.15,15,5.2,0,0,0,0,0,0
152,Exist3,0,0,0.15,15,30,0,0,0,0,0,0
153,Exist3,0,0,0.15,18,5.2,0,0,0,0,0,0
154,Exist3,0,0,0.15,18,30,0,0,0,0,0,0
155,Exist3,0,0,0.09,5,5.2,0,0,0,0,0,0
156,Exist3,0,0,0.09,5,30,0,0,0,0,0,0
157,Exist3,0,0,0.09,7.5,5.2,0,0,0,0,0,0
158,Exist3,0,0,0.09,7.5,30,0,0,0,0,0,0
159,Exist3,0,0,0.09,10,5.2,0,0,0,0,0,0
160,Exist3,0,0,0.09,10,30,0,0,0,0,0,0
161,Exist3,0,0,0.09,12,5.2,0,0,0,0,0,0
162,Exist3,0,0,0.09,12,30,0,0,0,0,0,0
163,Exist3,0,0,0.09,14,5.2,0,0,0,0,0,0
164,Exist3,0,0,0.09,14,30,0,0,0,0,0,0
165,Exist3,0,0,0.09,15,5.2,0,0,0,0,0,0
166,Exist3,0,0,0.09,15,30,0,0,0,0,0,0
167,Exist3,0,0,0.09,18,5.2,0,0,0,0,0,0
168,Exist3,0,0,0.09,18,30,0,0,0,0,0,0
169,Exist3,0,0,0.123,5,5.2,0,0,0,0,0,0
170,Exist3,0,0,0.123,5,30,0,0,0,0,0,0
171,Exist3,0,0,0.123,7.5,5.2,0,0,0,0,0,0
172,Exist3,0,0,0.123,7.5,30,0,0,0,0,0,0
173,Exist3,0,0,0.123,10,5.2,0,0,0,0,0,0
174,Exist3,0,0,0.123,10,30,0,0,0,0,0,0
175,Exist3,0,0,0.123,12,5.2,0,0,0,0,0,0
176,Exist3,0,0,0.123,12,30,0,0,0,0,0,0
177,Exist3,0,0,0.123,14,5.2,0,0,0,0,0,0
178,Exist3,0,0,0.123,14,30,0,0,0,0,0,0
179,Exist3,0,0,0.123,15,5.2,0,0,0,0,0,0
180,Exist3,0,0,0.123,15,30,0,0,0,0,0,0
181,Exist3,0,0,0.123,18,5.2,0,0,0,0,0,0
182,Exist3,0,0,0.123,18,30,0,0,0,0,0,0
183,Exist3,0,0,0.081,5,5.2,0,0,0,0,0,0
184,Exist3,0,0,0.081,5,30,0,0,0,0,0,0
185,Exist3,0,0,0.081,7.5,5.2,0,0,0,0,0,0
186,Exist3,0,0,0.081,7.5,30,0,0,0,0,0,0
187,Exist3,0,0,0.081,10,5.2,0,0,0,0,0,0
188,Exist3,0,0,0.081,10,30,0,0,0,0,0,0
189,Exist3,0,0,0.081,12,5.2,0,0,0,0,0,0
190,Exist3,0,0,0.081,12,30,0,0,0,0,0,0
191,Exist3,0,0,0.081,14,5.2,0,0,0,0,0,0
192,Exist3,0,0,0.081,14,30,0,0,0,0,0,0
193,Exist3,0,0,0.081,15,5.2,0,0,0,0,0,0
194,Exist3,0,0,0.081,15,30,0,0,0,0,0,0
195,Exist3,0,0,0.081,18,5.2,0,0,0,0,0,0
196,Exist3,0,0,0.081,18,30,0,0,0,0,0,0
197,Exist3,0,0,0.063,5,5.2,0,0,0,0,0,0
198,Exist3,0,0,0.063,5,30,0,0,0,0,0,0
199,Exist3,0,0,0.063,7.5,5.2,0,0,0,0,0,0
200,Exist3,0,0,0.063,7.5,30,0,0,0,0,0,0
201,Exist3,0,0,0.063,10,5.2,0,0,0,0,0,0
202,Exist3,0,0,0.063,10,30,0,0,0,0,0,0
203,Exist3,0,0,0.063,12,5.2,0,0,0,0,0,0
204,Exist3,0,0,0.063,12,30,0,0,0,0,0,0
205,Exist3,0,0,0.063,14,5.2,0,0,0,0,0,0
206,Exist3,0,0,0.063,14,30,0,0,0,0,0,0
207,Exist3,0,0,0.063,15,5.2,0,0,0,0,0,0
208,Exist3,0,0,0.063,15,30,0,0,0,0,0,0
209,Exist3,0,0,0.063,18,5.2,0,0,0,0,0,0
210,Exist3,0,0,0.063,18,30,0,0,0,0,0,0
211,Exist4,0,0,0.15,5,5.2,0,0,0,0,0,0
212,Exist4,0,0,0.15,5,30,0,0,0,0,0,0
213,Exist4,0,0,0.15,7.5,5.2,0,0,0,0,0,0
214,Exist4,0,0,0.15,7.5,30,0,0,0,0,0,0
215,Exist4,0,0,0.15,10,5.2,0,0,0,0,0,0
216,Exist4,0,0,0.15,10,30,0,0,0,0,0,0
217,Exist4,0,0,0.15,12,5.2,0,0,0,0,0,0
218,Exist4,0,0,0.15,12,30,0,0,0,0,0,0
219,Exist4,0,0,0.15,14,5.2,0,0,0,0,0,0
220,Exist4,0,0,0.15,14,30,0,0,0,0,0,0
221,Exist4,0,0,0.15,15,5.2,0,0,0,0,0,0
222,Exist4,0,0,0.15,15,30,0,0,0,0,0,0
223,Exist4,0,0,0.15,18,5.2,0,0,0,0,0,0
224,Exist4,0,0,0.15,18,30,0,0,0,0,0,0
225,Exist4,0,0,0.09,5,5.2,0,0,0,0,0,0
226,Exist4,0,0,0.09,5,30,0,0,0,0,0,0
227,Exist4,0,0,0.09,7.5,5.2,0,0,0,0,0,0
228,Exist4,0,0,0.09,7.5,30,0,0,0,0,0,0
229,Exist4,0,0,0.09,10,5.2,0,0,0,0,0,0
230,Exist4,0,0,0.09,10,30,0,0,0,0,0,0
231,Exist4,0,0,0.09,12,5.2,0,0,0,0,0,0
232,Exist4,0,0,0.09,12,30,0,0,0,0,0,0
233,Exist4,0,0,0.09,14,5.2,0,0,0,0,0,0
234,Exist4,0,0,0.09,14,30,0,0,0,0,0,0
235,Exist4,0,0,0.09,15,5.2,0,0,0,0,0,0
236,Exist4,0,0,0.09,15,30,0,0,0,0,0,0
237,Exist4,0,0,0.09,18,5.2,0,0,0,0,0,0
238,Exist4,0,0,0.09,18,30,0,0,0,0,0,0
239,Exist4,0,0,0.123,5,5.2,0,0,0,0,0,0
240,Exist4,0,0,0.123,5,30,0,0,0,0,0,0
241,Exist4,0,0,0.123,7.5,5.2,0,0,0,0,0,0
242,Exist4,0,0,0.123,7.5,30,0,0,0,0,0,0
243,Exist4,0,0,0.123,10,5.2,0,0,0,0,0,0
244,Exist4,0,0,0.123,10,30,0,0,0,0,0,0
245,Exist4,0,0,0.123,12,5.2,0,0,0,0,0,0
246,Exist4,0,0,0.123,12,30,0,0,0,0,0,0
247,Exist4,0,0,0.123,14,5.2,0,0,0,0,0,0
248,Exist4,0,0,0.123,14,30,0,0,0,0,0,0
249,Exist4,0,0,0.123,15,5.2,0,0,0,0,0,0
250,Exist4,0,0,0.123,15,30,0,0,0,0,0,0
251,Exist4,0,0,0.123,18,5.2,0,0,0,0,0,0
252,Exist4,0,0,0.123,18,30,0,0,0,0,0,0
253,Exist4,0,0,0.081,5,5.2,0,0,0,0,0,0
254,Exist4,0,0,0.081,5,30,0,0,0,0,0,0
255,Exist4,0,0,0.081,7.5,5.2,0,0,0,0,0,0
256,Exist4,0,0,0.081,7.5,30,0,0,0,0,0,0
257,Exist4,0,0,0.081,10,5.2,0,0,0,0,0,0
258,Exist4,0,0,0.081,10,30,0,0,0,0,0,0
259,Exist4,0,0,0.081,12,5.2,0,0,0,0,0,0
260,Exist4,0,0,0.081,12,30,0,0,0,0,0,0
261,Exist4,0,0,0.081,14,5.2,0,0,0,0,0,0
262,Exist4,0,0,0.081,14,30,0,0,0,0,0,0
263,Exist4,0,0,0.081,15,5.2,0,0,0,0,0,0
264,Exist4,0,0,0.081,15,30,0,0,0,0,0,0
265,Exist4,0,0,0.081,18,5.2,0,0,0,0,0,0
266,Exist4,0,0,0.081,18,30,0,0,0,0,0,0
267,Exist4,0,0,0.063,5,5.2,0,0,0,0,0,0
268,Exist4,0,0,0.063,5,30,0,0,0,0,0,0
269,Exist4,0,0,0.063,7.5,5.2,0,0,0,0,0,0
270,Exist4,0,0,0.063,7.5,30,0,0,0,0,0,0
271,Exist4,0,0,0.063,10,5.2,0,0,0,0,0,0
272,Exist4,0,0,0.063,10,30,0,0,0,0,0,0
273,Exist4,0,0,0.063,12,5.2,0,0,0,0,0,0
274,Exist4,0,0,0.063,12,30,0,0,0,0,0,0
275,Exist4,0,0,0.063,14,5.2,0,0,0,0,0,0
276,Exist4,0,0,0.063,14,30,0,0,0,0,0,0
277,Exist4,0,0,0.063,15,5.2,0,0,0,0,0,0
278,Exist4,0,0,0.063,15,30,0,0,0,0,0,0
279,Exist4,0,0,0.063,18,5.2,0,0,0,0,0,0
280,Exist4,0,0,0.063,18,30,0,0,0,0,0,0
281,Exist5,0,0,0.15,5,5.2,0,0,0,0,0,0
282,Exist5,0,0,0.15,5,30,0,0,0,0,0,0
283,Exist5,0,0,0.15,7.5,5.2,0,0,0,0,0,0
284,Exist5,0,0,0.15,7.5,30,0,0,0,0,0,0
285,Exist5,0,0,0.15,10,5.2,0,0,0,0,0,0
286,Exist5,0,0,0.15,10,30,0,0,0,0,0,0
287,Exist5,0,0,0.15,12,5.2,0,0,0,0,0,0
288,Exist5,0,0,0.15,12,30,0,0,0,0,0,0
289,Exist5,0,0,0.15,14,5.2,0,0,0,0,0,0
290,Exist5,0,0,0.15,14,30,0,0,0,0,0,0
291,Exist5,0,0,0.15,15,5.2,0,0,0,0,0,0
292,Exist5,0,0,0.15,15,30,0,0,0,0,0,0
293,Exist5,0,0,0.15,18,5.2,0,0,0,0,0,0
294,Exist5,0,0,0.15,18,30,0,0,0,0,0,0
295,Exist5,0,0,0.09,5,5.2,0,0,0,0,0,0
296,Exist5,0,0,0.09,5,30,0,0,0,0,0,0
297,Exist5,0,0,0.09,7.5,5.2,0,0,0,0,0,0
298,Exist5,0,0,0.09,7.5,30,0,0,0,0,0,0
299,Exist5,0,0,0.09,10,5.2,0,0,0,0,0,0
300,Exist5,0,0,0.09,10,30,0,0,0,0,0,0
301,Exist5,0,0,0.09,12,5.2,0,0,0,0,0,0
302,Exist5,0,0,0.09,12,30,0,0,0,0,0,0
303,Exist5,0,0,0.09,14,5.2,0,0,0,0,0,0
304,Exist5,0,0,0.09,14,30,0,0,0,0,0,0
305,Exist5,0,0,0.09,15,5.2,0,0,0,0,0,0
306,Exist5,0,0,0.09,15,30,0,0,0,0,0,0
307,Exist5,0,0,0.09,18,5.2,0,0,0,0,0,0
308,Exist5,0,0,0.09,18,30,0,0,0,0,0,0
309,Exist5,0,0,0.123,5,5.2,0,0,0,0,0,0
310,Exist5,0,0,0.123,5,30,0,0,0,0,0,0
311,Exist5,0,0,0.123,7.5,5.2,0,0,0,0,0,0
312,Exist5,0,0,0.123,7.5,30,0,0,0,0,0,0
313,Exist5,0,0,0.123,10,5.2,0,0,0,0,0,0
314,Exist5,0,0,0.123,10,30,0,0,0,0,0,0
315,Exist5,0,0,0.123,12,5.2,0,0,0,0,0,0
316,Exist5,0,0,0.123,12,30,0,0,0,0,0,0
317,Exist5,0,0,0.123,14,5.2,0,0,0,0,0,0
318,Exist5,0,0,0.123,14,30,0,0,0,0,0,0
319,Exist5,0,0,0.123,15,5.2,0,0,0,0,0,0
320,Exist5,0,0,0.123,15,30,0,0,0,0,0,0
321,Exist5,0,0,0.123,18,5.2,0,0,0,0,0,0
322,Exist5,0,0,0.123,18,30,0,0,0,0,0,0
323,Exist5,0,0,0.081,5,5.2,0,0,0,0,0,0
324,Exist5,0,0,0.081,5,30,0,0,0,0,0,0
325,Exist5,0,0,0.081,7.5,5.2,0,0,0,0,0,0
326,Exist5,0,0,0.081,7.5,30,0,0,0,0,0,0
327,Exist5,0,0,0.081,10,5.2,0,0,0,0,0,0
328,Exist5,0,0,0.081,10,30,0,0,0,0,0,0
329,Exist5,0,0,0.081,12,5.2,0,0,0,0,0,0
330,Exist5,0,0,0.081,12,30,0,0,0,0,0,0
331,Exist5,0,0,0.081,14,5.2,0,0,0,0,0,0
332,Exist5,0,0,0.081,14,30,0,0,0,0,0,0
333,Exist5,0,0,0.081,15,5.2,0,0,0,0,0,0
334,Exist5,0,0,0.081,15,30,0,0,0,0,0,0
335,Exist5,0,0,0.081,18,5.2,0,0,0,0,0,0
336,Exist5,0,0,0.081,18,30,0,0,0,0,0,0
337,Exist5,0,0,0.063,5,5.2,0,0,0,0,0,0
338,Exist5,0,0,0.063,5,30,0,0,0,0,0,0
339,Exist5,0,0,0.063,7.5,5.2,0,0,0,0,0,0
340,Exist5,0,0,0.063,7.5,30,0,0,0,0,0,0
341,Exist5,0,0,0.063,10,5.2,0,0,0,0,0,0
342,Exist5,0,0,0.063,10,30,0,0,0,0,0,0
343,Exist5,0,0,0.063,12,5.2,0,0,0,0,0,0
344,Exist5,0,0,0.063,12,30,0,0,0,0,0,0
345,Exist5,0,0,0.063,14,5.2,0,0,0,0,0,0
346,Exist5,0,0,0.063,14,30,0,0,0,0,0,0
347,Exist5,0,0,0.063,15,5.2,0,0,0,0,0,0
348,Exist5,0,0,0.063,15,30,0,0,0,0,0,0
349,Exist5,0,0,0.063,18,5.2,0,0,0,0,0,0
350,Exist5,0,0,0.063,18,30,0,0,0,0,0,0
351,Exist6,0,0,0.15,5,5.2,0,0,0,0,0,0
352,Exist6,0,0,0.15,5,30,0,0,0,0,0,0
353,Exist6,0,0,0.15,7.5,5.2,0,0,0,0,0,0
354,Exist6,0,0,0.15,7.5,30,0,0,0,0,0,0
355,Exist6,0,0,0.15,10,5.2,0,0,0,0,0,0
356,Exist6,0,0,0.15,10,30,0,0,0,0,0,0
357,Exist6,0,0,0.15,12,5.2,0,0,0,0,0,0
358,Exist6,0,0,0.15,12,30,0,0,0,0,0,0
359,Exist6,0,0,0.15,14,5.2,0,0,0,0,0,0
360,Exist6,0,0,0.15,14,30,0,0,0,0,0,0
361,Exist6,0,0,0.15,15,5.2,0,0,0,0,0,0
362,Exist6,0,0,0.15,15,30,0,0,0,0,0,0
363,Exist6,0,0,0.15,18,5.2,0,0,0,0,0,0
364,Exist6,0,0,0.15,18,30,0,0,0,0,0,0
365,Exist6,0,0,0.09,5,5.2,0,0,0,0,0,0
366,Exist6,0,0,0.09,5,30,0,0,0,0,0,0
367,Exist6,0,0,0.09,7.5,5.2,0,0,0,0,0,0
368,Exist6,0,0,0.09,7.5,30,0,0,0,0,0,0
369,Exist6,0,0,0.09,10,5.2,0,0,0,0,0,0
370,Exist6,0,0,0.09,10,30,0,0,0,0,0,0
371,Exist6,0,0,0.09,12,5.2,0,0,0,0,0,0
372,Exist6,0,0,0.09,12,30,0,0,0,0,0,0
373,Exist6,0,0,0.09,14,5.2,0,0,0,0,0,0
374,Exist6,0,0,0.09,14,30,0,0,0,0,0,0
375,Exist6,0,0,0.09,15,5.2,0,0,0,0,0,0
376,Exist6,0,0,0.09,15,30,0,0,0,0,0,0
377,Exist6,0,0,0.09,18,5.2,0,0,0,0,0,0
378,Exist6,0,0,0.09,18,30,0,0,0,0,0,0
379,Exist6,0,0,0.123,5,5.2,0,0,0,0,0,0
380,Exist6,0,0,0.123,5,30,0,0,0,0,0,0
381,Exist6,0,0,0.123,7.5,5.2,0,0,0,0,0,0
382,Exist6,0,0,0.123,7.5,30,0,0,0,0,0,0
383,Exist6,0,0,0.123,10,5.2,0,0,0,0,0,0
384,Exist6,0,0,0.123,10,30,0,0,0,0,0,0
385,Exist6,0,0,0.123,12,5.2,0,0,0,0,0,0
386,Exist6,0,0,0.123,12,30,0,0,0,0,0,0
387,Exist6,0,0,0.123,14,5.2,0,0,0,0,0,0
388,Exist6,0,0,0.123,14,30,0,0,0,0,0,0
389,Exist6,0,0,0.123,15,5.2,0,0,0,0,0,0
390,Exist6,0,0,0.123,15,30,0,0,0,0,0,0
391,Exist6,0,0,0.123,18,5.2,0,0,0,0,0,0
392,Exist6,0,0,0.123,18,30,0,0,0,0,0,0
393,Exist6,0,0,0.081,5,5.2,0,0,0,0,0,0
394,Exist6,0,0,0.081,5,30,0,0,0,0,0,0
395,Exist6,0,0,0.081,7.5,5.2,0,0,0,0,0,0
396,Exist6,0,0,0.081,7.5,30,0,0,0,0,0,0
397,Exist6,0,0,0.081,10,5.2,0,0,0,0,0,0
398,Exist6,0,0,0.081,10,30,0,0,0,0,0,0
399,Exist6,0,0,0.081,12,5.2,0,0,0,0,0,0
400,Exist6,0,0,0.081,12,30,0,0,0,0,0,0
401,Exist6,0,0,0.081,14,5.2,0,0,0,0,0,0
402,Exist6,0,0,0.081,14,30,0,0,0,0,0,0
403,Exist6,0,0,0.081,15,5.2,0,0,0,0,0,0
404,Exist6,0,0,0.081,15,30,0,0,0,0,0,0
405,Exist6,0,0,0.081,18,5.2,0,0,0,0,0,0
406,Exist6,0,0,0.081,18,30,0,0,0,0,0,0
407,Exist6,0,0,0.063,5,5.2,0,0,0,0,0,0
408,Exist6,0,0,0.063,5,30,0,0,0,0,0,0
409,Exist6,0,0,0.063,7.5,5.2,0,0,0,0,0,0
410,Exist6,0,0,0.063,7.5,30,0,0,0,0,0,0
411,Exist6,0,0,0.063,10,5.2,0,0,0,0,0,0
412,Exist6,0,0,0.063,10,30,0,0,0,0,0,0
413,Exist6,0,0,0.063,12,5.2,0,0,0,0,0,0
414,Exist6,0,0,0.063,12,30,0,0,0,0,0,0
415,Exist6,0,0,0.063,14,5.2,0,0,0,0,0,0
416,Exist6,0,0,0.063,14,30,0,0,0,0,0,0
417,Exist6,0,0,0.063,15,5.2,0,0,0,0,0,0
418,Exist6,0,0,0.063,15,30,0,0,0,0,0,0
419,Exist6,0,0,0.063,18,5.2,0,0,0,0,0,0
420,Exist6,0,0,0.063,18,30,0,0,0,0,0,0
421,Exist7,0,0,0.15,5,5.2,0,0,0,0,0,0
422,Exist7,0,0,0.15,5,30,0,0,0,0,0,0
423,Exist7,0,0,0.15,7.5,5.2,0,0,0,0,0,0
424,Exist7,0,0,0.15,7.5,30,0,0,0,0,0,0
425,Exist7,0,0,0.15,10,5.2,0,0,0,0,0,0
