Option #,Window Type,Window U-Value,Window SHGC,Airtightness,Wall R-Value,Roof R-Value,TEDI kWh/m²/yr,CEDI kWh/m²/yr,TEUI kWh/m²/yr,Overheating Hours in Worst Suite,Max Temp in Worst Suite (°C),Utility Cost ($)
174,Exist3,1,1,0.15,24,30,1,1,1,1,1,1
175,Exist3,1,1,0.15,26,5.2,1,1,1,1,1,1
176,Exist3,1,1,0.15,26,30,1,1,1,1,1,1
177,Exist3,1,1,0.09,10,5.2,1,1,1,1,1,1
178,Exist3,1,1,0.09,10,30,1,1,1,1,1,1
179,Exist3,1,1,0.09,12,5.2,1,1,1,1,1,1
180,Exist3,1,1,0.09,12,30,1,1,1,1,1,1
181,Exist3,1,1,0.09,14,5.2,1,1,1,1,1,1
182,Exist3,1,1,0.09,14,30,1,1,1,1,1,1
183,Exist3,1,1,0.09,18,5.2,1,1,1,1,1,1
184,Exist3,1,1,0.09,18,30,1,1,1,1,1,1
185,Exist3,1,1,0.09,20,5.2,1,1,1,1,1,1
186,Exist3,1,1,0.09,20,30,1,1,1,1,1,1
187,Exist3,1,1,0.09,22,5.2,1,1,1,1,1,1
188,Exist3,1,1,0.09,22,30,1,1,1,1,1,1
189,Exist3,1,1,0.09,24,5.2,1,1,1,1,1,1
190,Exist3,1,1,0.09,24,30,1,1,1,1,1,1
191,Exist3,1,1,0.09,26,5.2,1,1,1,1,1,1
192,Exist3,1,1,0.09,26,30,1,1,1,1,1,1
193,Exist3,1,1,0.123,10,5.2,1,1,1,1,1,1
194,Exist3,1,1,0.123,10,30,1,1,1,1,1,1
195,Exist3,1,1,0.123,12,5.2,1,1,1,1,1,1
196,Exist3,1,1,0.123,12,30,1,1,1,1,1,1
197,Exist3,1,1,0.123,14,5.2,1,1,1,1,1,1
198,Exist3,1,1,0.123,14,30,1,1,1,1,1,1
199,Exist3,1,1,0.123,18,5.2,1,1,1,1,1,1
200,Exist3,1,1,0.123,18,30,1,1,1,1,1,1
201,Exist3,1,1,0.123,20,5.2,1,1,1,1,1,1
202,Exist3,1,1,0.123,20,30,1,1,1,1,1,1
203,Exist3,1,1,0.123,22,5.2,1,1,1,1,1,1
204,Exist3,1,1,0.123,22,30,1,1,1,1,1,1
205,Exist3,1,1,0.123,24,5.2,1,1,1,1,1,1
206,Exist3,1,1,0.123,24,30,1,1,1,1,1,1
207,Exist3,1,1,0.123,26,5.2,1,1,1,1,1,1
208,Exist3,1,1,0.123,26,30,1,1,1,1,1,1
209,Exist3,1,1,0.081,10,5.2,1,1,1,1,1,1
210,Exist3,1,1,0.081,10,30,1,1,1,1,1,1
211,Exist3,1,1,0.081,12,5.2,1,1,1,1,1,1
212,Exist3,1,1,0.081,12,30,1,1,1,1,1,1
213,Exist3,1,1,0.081,14,5.2,1,1,1,1,1,1
214,Exist3,1,1,0.081,14,30,1,1,1,1,1,1
215,Exist3,1,1,0.081,18,5.2,1,1,1,1,1,1
216,Exist3,1,1,0.081,18,30,1,1,1,1,1,1
217,Exist3,1,1,0.081,20,5.2,1,1,1,1,1,1
218,Exist3,1,1,0.081,20,30,1,1,1,1,1,1
219,Exist3,1,1,0.081,22,5.2,1,1,1,1,1,1
220,Exist3,1,1,0.081,22,30,1,1,1,1,1,1
221,Exist3,1,1,0.081,24,5.2,1,1,1,1,1,1
222,Exist3,1,1,0.081,24,30,1,1,1,1,1,1
223,Exist3,1,1,0.081,26,5.2,1,1,1,1,1,1
224,Exist3,1,1,0.081,26,30,1,1,1,1,1,1
225,Exist3,1,1,0.063,10,5.2,1,1,1,1,1,1
226,Exist3,1,1,0.063,10,30,1,1,1,1,1,1
227,Exist3,1,1,0.063,12,5.2,1,1,1,1,1,1
228,Exist3,1,1,0.063,12,30,1,1,1,1,1,1
229,Exist3,1,1,0.063,14,5.2,1,1,1,1,1,1
230,Exist3,1,1,0.063,14,30,1,1,1,1,1,1
231,Exist3,1,1,0.063,18,5.2,1,1,1,1,1,1
232,Exist3,1,1,0.063,18,30,1,1,1,1,1,1
233,Exist3,1,1,0.063,20,5.2,1,1,1,1,1,1
234,Exist3,1,1,0.063,20,30,1,1,1,1,1,1
235,Exist3,1,1,0.063,22,5.2,1,1,1,1,1,1
236,Exist3,1,1,0.063,22,30,1,1,1,1,1,1
237,Exist3,1,1,0.063,24,5.2,1,1,1,1,1,1
238,Exist3,1,1,0.063,24,30,1,1,1,1,1,1
239,Exist3,1,1,0.063,26,5.2,1,1,1,1,1,1
240,Exist3,1,1,0.063,26,30,1,1,1,1,1,1
241,Exist4,1,1,0.15,10,5.2,1,1,1,1,1,1
242,Exist4,1,1,0.15,10,30,1,1,1,1,1,1
243,Exist4,1,1,0.15,12,5.2,1,1,1,1,1,1
244,Exist4,1,1,0.15,12,30,1,1,1,1,1,1
245,Exist4,1,1,0.15,14,5.2,1,1,1,1,1,1
246,Exist4,1,1,0.15,14,30,1,1,1,1,1,1
247,Exist4,1,1,0.15,18,5.2,1,1,1,1,1,1
248,Exist4,1,1,0.15,18,30,1,1,1,1,1,1
249,Exist4,1,1,0.15,20,5.2,1,1,1,1,1,1
250,Exist4,1,1,0.15,20,30,1,1,1,1,1,1
251,Exist4,1,1,0.15,22,5.2,1,1,1,1,1,1
252,Exist4,1,1,0.15,22,30,1,1,1,1,1,1
253,Exist4,1,1,0.15,24,5.2,1,1,1,1,1,1
254,Exist4,1,1,0.15,24,30,1,1,1,1,1,1
255,Exist4,1,1,0.15,26,5.2,1,1,1,1,1,1
256,Exist4,1,1,0.15,26,30,1,1,1,1,1,1
257,Exist4,1,1,0.09,10,5.2,1,1,1,1,1,1
258,Exist4,1,1,0.09,10,30,1,1,1,1,1,1
259,Exist4,1,1,0.09,12,5.2,1,1,1,1,1,1
260,Exist4,1,1,0.09,12,30,1,1,1,1,1,1
261,Exist4,1,1,0.09,14,5.2,1,1,1,1,1,1
262,Exist4,1,1,0.09,14,30,1,1,1,1,1,1
263,Exist4,1,1,0.09,18,5.2,1,1,1,1,1,1
264,Exist4,1,1,0.09,18,30,1,1,1,1,1,1
265,Exist4,1,1,0.09,20,5.2,1,1,1,1,1,1
266,Exist4,1,1,0.09,20,30,1,1,1,1,1,1
267,Exist4,1,1,0.09,22,5.2,1,1,1,1,1,1
268,Exist4,1,1,0.09,22,30,1,1,1,1,1,1
269,Exist4,1,1,0.09,24,5.2,1,1,1,1,1,1
270,Exist4,1,1,0.09,24,30,1,1,1,1,1,1
271,Exist4,1,1,0.09,26,5.2,1,1,1,1,1,1
272,Exist4,1,1,0.09,26,30,1,1,1,1,1,1
273,Exist4,1,1,0.123,10,5.2,1,1,1,1,1,1
274,Exist4,1,1,0.123,10,30,1,1,1,1,1,1
275,Exist4,1,1,0.123,12,5.2,1,1,1,1,1,1
276,Exist4,1,1,0.123,12,30,1,1,1,1,1,1
277,Exist4,1,1,0.123,14,5.2,1,1,1,1,1,1
278,Exist4,1,1,0.123,14,30,1,1,1,1,1,1
279,Exist4,1,1,0.123,18,5.2,1,1,1,1,1,1
280,Exist4,1,1,0.123,18,30,1,1,1,1,1,1
281,Exist4,1,1,0.123,20,5.2,1,1,1,1,1,1
282,Exist4,1,1,0.123,20,30,1,1,1,1,1,1
283,Exist4,1,1,0.123,22,5.2,1,1,1,1,1,1
284,Exist4,1,1,0.123,22,30,1,1,1,1,1,1
285,Exist4,1,1,0.123,24,5.2,1,1,1,1,1,1
286,Exist4,1,1,0.123,24,30,1,1,1,1,1,1
287,Exist4,1,1,0.123,26,5.2,1,1,1,1,1,1
288,Exist4,1,1,0.123,26,30,1,1,1,1,1,1
289,Exist4,1,1,0.081,10,5.2,1,1,1,1,1,1
290,Exist4,1,1,0.081,10,30,1,1,1,1,1,1
291,Exist4,1,1,0.081,12,5.2,1,1,1,1,1,1
292,Exist4,1,1,0.081,12,30,1,1,1,1,1,1
293,Exist4,1,1,0.081,14,5.2,1,1,1,1,1,1
294,Exist4,1,1,0.081,14,30,1,1,1,1,1,1
295,Exist4,1,1,0.081,18,5.2,1,1,1,1,1,1
296,Exist4,1,1,0.081,18,30,1,1,1,1,1,1
297,Exist4,1,1,0.081,20,5.2,1,1,1,1,1,1
298,Exist4,1,1,0.081,20,30,1,1,1,1,1,1
299,Exist4,1,1,0.081,22,5.2,1,1,1,1,1,1
300,Exist4,1,1,0.081,22,30,1,1,1,1,1,1
301,Exist4,1,1,0.081,24,5.2,1,1,1,1,1,1
302,Exist4,1,1,0.081,24,30,1,1,1,1,1,1
303,Exist4,1,1,0.081,26,5.2,1,1,1,1,1,1
304,Exist4,1,1,0.081,26,30,1,1,1,1,1,1
305,Exist4,1,1,0.063,10,5.2,1,1,1,1,1,1
306,Exist4,1,1,0.063,10,30,1,1,1,1,1,1
307,Exist4,1,1,0.063,12,5.2,1,1,1,1,1,1
308,Exist4,1,1,0.063,12,30,1,1,1,1,1,1
309,Exist4,1,1,0.063,14,5.2,1,1,1,1,1,1
310,Exist4,1,1,0.063,14,30,1,1,1,1,1,1
311,Exist4,1,1,0.063,18,5.2,1,1,1,1,1,1
312,Exist4,1,1,0.063,18,30,1,1,1,1,1,1
313,Exist4,1,1,0.063,20,5.2,1,1,1,1,1,1
314,Exist4,1,1,0.063,20,30,1,1,1,1,1,1
315,Exist4,1,1,0.063,22,5.2,1,1,1,1,1,1
316,Exist4,1,1,0.063,22,30,1,1,1,1,1,1
317,Exist4,1,1,0.063,24,5.2,1,1,1,1,1,1
318,Exist4,1,1,0.063,24,30,1,1,1,1,1,1
319,Exist4,1,1,0.063,26,5.2,1,1,1,1,1,1
320,Exist4,1,1,0.063,26,30,1,1,1,1,1,1
321,Exist5,1,1,0.15,10,5.2,1,1,1,1,1,1
322,Exist5,1,1,0.15,10,30,1,1,1,1,1,1
323,Exist5,1,1,0.15,12,5.2,1,1,1,1,1,1
324,Exist5,1,1,0.15,12,30,1,1,1,1,1,1
325,Exist5,1,1,0.15,14,5.2,1,1,1,1,1,1
326,Exist5,1,1,0.15,14,30,1,1,1,1,1,1
327,Exist5,1,1,0.15,18,5.2,1,1,1,1,1,1
328,Exist5,1,1,0.15,18,30,1,1,1,1,1,1
329,Exist5,1,1,0.15,20,5.2,1,1,1,1,1,1
330,Exist5,1,1,0.15,20,30,1,1,1,1,1,1
331,Exist5,1,1,0.15,22,5.2,1,1,1,1,1,1
332,Exist5,1,1,0.15,22,30,1,1,1,1,1,1
333,Exist5,1,1,0.15,24,5.2,1,1,1,1,1,1
334,Exist5,1,1,0.15,24,30,1,1,1,1,1,1
335,Exist5,1,1,0.15,26,5.2,1,1,1,1,1,1
336,Exist5,1,1,0.15,26,30,1,1,1,1,1,1
337,Exist5,1,1,0.09,10,5.2,1,1,1,1,1,1
338,Exist5,1,1,0.09,10,30,1,1,1,1,1,1
339,Exist5,1,1,0.09,12,5.2,1,1,1,1,1,1
340,Exist5,1,1,0.09,12,30,1,1,1,1,1,1
341,Exist5,1,1,0.09,14,5.2,1,1,1,1,1,1
342,Exist5,1,1,0.09,14,30,1,1,1,1,1,1
343,Exist5,1,1,0.09,18,5.2,1,1,1,1,1,1
344,Exist5,1,1,0.09,18,30,1,1,1,1,1,1
345,Exist5,1,1,0.09,20,5.2,1,1,1,1,1,1
346,Exist5,1,1,0.09,20,30,1,1,1,1,1,1
347,Exist5,1,1,0.09,22,5.2,1,1,1,1,1,1
348,Exist5,1,1,0.09,22,30,1,1,1,1,1,1
349,Exist5,1,1,0.09,24,5.2,1,1,1,1,1,1
350,Exist5,1,1,0.09,24,30,1,1,1,1,1,1
351,Exist5,1,1,0.09,26,5.2,1,1,1,1,1,1
352,Exist5,1,1,0.09,26,30,1,1,1,1,1,1
353,Exist5,1,1,0.123,10,5.2,1,1,1,1,1,1
354,Exist5,1,1,0.123,10,30,1,1,1,1,1,1
355,Exist5,1,1,0.123,12,5.2,1,1,1,1,1,1
356,Exist5,1,1,0.123,12,30,1,1,1,1,1,1
357,Exist5,1,1,0.123,14,5.2,1,1,1,1,1,1
358,Exist5,1,1,0.123,14,30,1,1,1,1,1,1
359,Exist5,1,1,0.123,18,5.2,1,1,1,1,1,1
360,Exist5,1,1,0.123,18,30,1,1,1,1,1,1
361,Exist5,1,1,0.123,20,5.2,1,1,1,1,1,1
362,Exist5,1,1,0.123,20,30,1,1,1,1,1,1
363,Exist5,1,1,0.123,22,5.2,1,1,1,1,1,1
364,Exist5,1,1,0.123,22,30,1,1,1,1,1,1
365,Exist5,1,1,0.123,24,5.2,1,1,1,1,1,1
366,Exist5,1,1,0.123,24,30,1,1,1,1,1,1
367,Exist5,1,1,0.123,26,5.2,1,1,1,1,1,1
368,Exist5,1,1,0.123,26,30,1,1,1,1,1,1
369,Exist5,1,1,0.081,10,5.2,1,1,1,1,1,1
370,Exist5,1,1,0.081,10,30,1,1,1,1,1,1
371,Exist5,1,1,0.081,12,5.2,1,1,1,1,1,1
372,Exist5,1,1,0.081,12,30,1,1,1,1,1,1
373,Exist5,1,1,0.081,14,5.2,1,1,1,1,1,1
374,Exist5,1,1,0.081,14,30,1,1,1,1,1,1
375,Exist5,1,1,0.081,18,5.2,1,1,1,1,1,1
376,Exist5,1,1,0.081,18,30,1,1,1,1,1,1
377,Exist5,1,1,0.081,20,5.2,1,1,1,1,1,1
378,Exist5,1,1,0.081,20,30,1,1,1,1,1,1
379,Exist5,1,1,0.081,22,5.2,1,1,1,1,1,1
380,Exist5,1,1,0.081,22,30,1,1,1,1,1,1
381,Exist5,1,1,0.081,24,5.2,1,1,1,1,1,1
382,Exist5,1,1,0.081,24,30,1,1,1,1,1,1
383,Exist5,1,1,0.081,26,5.2,1,1,1,1,1,1
384,Exist5,1,1,0.081,26,30,1,1,1,1,1,1
385,Exist5,1,1,0.063,10,5.2,1,1,1,1,1,1
386,Exist5,1,1,0.063,10,30,1,1,1,1,1,1
387,Exist5,1,1,0.063,12,5.2,1,1,1,1,1,1
388,Exist5,1,1,0.063,12,30,1,1,1,1,1,1
389,Exist5,1,1,0.063,14,5.2,1,1,1,1,1,1
390,Exist5,1,1,0.063,14,30,1,1,1,1,1,1
391,Exist5,1,1,0.063,18,5.2,1,1,1,1,1,1
392,Exist5,1,1,0.063,18,30,1,1,1,1,1,1
393,Exist5,1,1,0.063,20,5.2,1,1,1,1,1,1
394,Exist5,1,1,0.063,20,30,1,1,1,1,1,1
395,Exist5,1,1,0.063,22,5.2,1,1,1,1,1,1
396,Exist5,1,1,0.063,22,30,1,1,1,1,1,1
397,Exist5,1,1,0.063,24,5.2,1,1,1,1,1,1
398,Exist5,1,1,0.063,24,30,1,1,1,1,1,1
399,Exist5,1,1,0.063,26,5.2,1,1,1,1,1,1
400,Exist5,1,1,0.063,26,30,1,1,1,1,1,1
401,Exist6,1,1,0.15,10,5.2,1,1,1,1,1,1
402,Exist6,1,1,0.15,10,30,1,1,1,1,1,1
403,Exist6,1,1,0.15,12,5.2,1,1,1,1,1,1
404,Exist6,1,1,0.15,12,30,1,1,1,1,1,1
405,Exist6,1,1,0.15,14,5.2,1,1,1,1,1,1
406,Exist6,1,1,0.15,14,30,1,1,1,1,1,1
407,Exist6,1,1,0.15,18,5.2,1,1,1,1,1,1
408,Exist6,1,1,0.15,18,30,1,1,1,1,1,1
409,Exist6,1,1,0.15,20,5.2,1,1,1,1,1,1
410,Exist6,1,1,0.15,20,30,1,1,1,1,1,1
411,Exist6,1,1,0.15,22,5.2,1,1,1,1,1,1
412,Exist6,1,1,0.15,22,30,1,1,1,1,1,1
413,Exist6,1,1,0.15,24,5.2,1,1,1,1,1,1
414,Exist6,1,1,0.15,24,30,1,1,1,1,1,1
415,Exist6,1,1,0.15,26,5.2,1,1,1,1,1,1
416,Exist6,1,1,0.15,26,30,1,1,1,1,1,1
417,Exist6,1,1,0.09,10,5.2,1,1,1,1,1,1
418,Exist6,1,1,0.09,10,30,1,1,1,1,1,1
419,Exist6,1,1,0.09,12,5.2,1,1,1,1,1,1
420,Exist6,1,1,0.09,12,30,1,1,1,1,1,1
421,Exist6,1,1,0.09,14,5.2,1,1,1,1,1,1
422,Exist6,1,1,0.09,14,30,1,1,1,1,1,1
423,Exist6,1,1,0.09,18,5.2,1,1,1,1,1,1
424,Exist6,1,1,0.09,18,30,1,1,1,1,1,1
425,Exist6,1,1,0.09,20,5.2,1,1,1,1,1,1
426,Exist6,1,1,0.09,20,30,1,1,1,1,1,1
427,Exist6,1,1,0.09,22,5.2,1,1,1,1,1,1
428,Exist6,1,1,0.09,22,30,1,1,1,1,1,1
429,Exist6,1,1,0.09,24,5.2,1,1,1,1,1,1
