Option #,Window Type,Window U-Value,Window SHGC,Airtightness,Wall R-Value,Roof R-Value,TEDI kWh/m²/yr,CEDI kWh/m²/yr,TEUI kWh/m²/yr,Overheating Hours in Worst Suite,Max Temp in Worst Suite (°C),Utility Cost ($)
16,Exist31,0.9925,0.745,0.15,1,5.2,203.7016997,0.001302883,375.7582797,565,39.27777778,115285.2589
17,Exist32,0.5375,0.6575,0.15,1,5.2,185.2937487,0.001302883,352.9318094,572,39.27777778,109545.8506
18,Exist33,0.4175,0.5675,0.15,1,5.2,182.4977618,0.001302883,349.4417181,562,38.33333333,108669.3241
19,Exist34,0.4725,0.6575,0.15,1,5.2,181.627822,0.001351138,348.3510884,575,39.5,108393.7013
20,Exist35,0.325,0.5675,0.15,1,5.2,176.9641766,0.001302883,342.5878609,565,38.66666667,106945.7261
21,New1,0.2475,0.2775,0.15,1,5.2,187.0134094,0.001158118,355.1406878,511,35.55555556,110106.5852
22,New2,0.155,0.24,0.15,1,5.2,182.5566811,0.001158118,349.63559,508,35.44444444,108722.7182
23,New3,0.1475,0.185,0.15,1,5.2,185.1656319,0.001109863,352.9153809,492,35.16666667,109548.4306
24,New7,0.305,0.325,0.15,1,5.2,188.1947865,0.001158118,356.5707764,515,35.88888889,110465.397
25,New8,0.255,0.2975,0.15,1,5.2,186.4046736,0.001158118,354.3676212,513,35.66666667,109911.7905
26,New9,0.2,0.26,0.15,1,5.2,184.5636517,0.001158118,352.1196002,511,35.5,109347.1632
27,New13,0.2525,0.295,0.15,1,5.2,186.3778921,0.001158118,354.3447881,513,35.66666667,109906.222
28,New14,0.21,0.275,0.15,1,5.2,184.466032,0.001158118,352.0069902,512,35.55555556,109318.5227
29,New15,0.155,0.2475,0.15,1,5.2,182.107283,0.001158118,349.08998,511,35.5,108585.4271
30,Exist1,1.1475,0.7875,0.09,1,5.2,189.2478055,0.002074962,357.6802639,624,40.05555556,110735.8233
31,Exist2,0.7125,0.6975,0.09,1,5.2,172.1839954,0.002123217,336.4595528,629,39.94444444,105399.8855
32,Exist3,0.605,0.5975,0.09,1,5.2,171.682482,0.002026707,335.8752198,616,38.72222222,105253.7967
33,Exist4,0.655,0.6975,0.09,1,5.2,169.8818012,0.002123217,333.6063695,630,40.11111111,104682.1513
34,Exist5,0.525,0.5975,0.09,1,5.2,167.5173581,0.002074962,330.7368252,621,39,103961.3244
35,Exist11,1.07,0.7875,0.09,1,5.2,185.6075505,0.002123217,353.1296484,627,40.22222222,109591.8344
36,Exist12,0.625,0.6975,0.09,1,5.2,168.2724995,0.002123217,331.6308015,631,40.22222222,104185.4018
37,Exist13,0.5175,0.5975,0.09,1,5.2,167.1250456,0.002074962,330.2536287,621,39,103839.8037
38,Exist14,0.565,0.6975,0.09,1,5.2,165.1323585,0.002123217,327.7502823,635,40.44444444,103209.7349
39,Exist15,0.43,0.5975,0.09,1,5.2,162.0049085,0.002074962,323.9404027,625,39.38888889,102252.4155
40,Exist21,0.9625,0.745,0.09,1,5.2,182.3072996,0.002074962,349.0472704,624,39.94444444,108565.6068
41,Exist22,0.5575,0.6575,0.09,1,5.2,166.5384105,0.002123217,329.5172358,629,39.83333333,103654.2258
42,Exist23,0.4525,0.5675,0.09,1,5.2,164.7565009,0.002074962,327.3512483,619,38.77777778,103110.215
43,Exist24,0.5,0.6575,0.09,1,5.2,163.4120704,0.002123217,325.6394473,631,40.05555556,102679.1603
44,Exist25,0.375,0.5675,0.09,1,5.2,160.0742772,0.002074962,321.5548325,624,39.11111111,101652.7101
45,Exist31,0.9925,0.745,0.09,1,5.2,183.7493498,0.002074962,350.8142125,623,39.83333333,109009.84
46,Exist32,0.5375,0.6575,0.09,1,5.2,165.4821584,0.002123217,328.1977701,629,39.88888889,103322.2813
47,Exist33,0.4175,0.5675,0.09,1,5.2,162.6076125,0.002074962,324.6886834,622,38.94444444,102440.6413
48,Exist34,0.4725,0.6575,0.09,1,5.2,161.8673337,0.002123217,323.7113223,632,40.16666667,102194.1642
49,Exist35,0.325,0.5675,0.09,1,5.2,157.1540822,0.002074962,317.9411517,627,39.33333333,100743.8496
50,New1,0.2475,0.2775,0.09,1,5.2,166.6428341,0.001881942,329.9012549,575,36.44444444,103755.9167
51,New2,0.155,0.24,0.09,1,5.2,162.1853337,0.001881942,324.4735181,574,36.33333333,102391.3221
52,New3,0.1475,0.185,0.09,1,5.2,164.6818988,0.001833687,327.587193,562,36,103176.2208
53,New7,0.305,0.325,0.09,1,5.2,167.8792218,0.001881942,331.3950285,582,36.66666667,104130.4789
54,New8,0.255,0.2975,0.09,1,5.2,166.070965,0.001881942,329.1677458,576,36.55555556,103570.8088
55,New9,0.2,0.26,0.09,1,5.2,164.1977571,0.001881942,326.9255269,575,36.38888889,103007.8944
56,New13,0.2525,0.295,0.09,1,5.2,166.0407092,0.001881942,329.1360622,576,36.55555556,103562.9311
57,New14,0.21,0.275,0.09,1,5.2,164.1232997,0.001881942,326.8064677,576,36.5,102977.2934
58,New15,0.155,0.2475,0.09,1,5.2,161.7538864,0.001881942,323.9388422,575,36.38888889,102256.6939
59,Exist1,1.1475,0.7875,0.123,1,5.2,200.1994537,0.001592413,371.3401209,593,39.72222222,114172.6904
60,Exist2,0.7125,0.6975,0.123,1,5.2,183.0804883,0.001592413,350.0923871,594,39.61111111,108829.9613
61,Exist3,0.605,0.5975,0.123,1,5.2,182.6476899,0.001544158,349.5756452,586,38.44444444,108701.6236
62,Exist4,0.655,0.6975,0.123,1,5.2,180.7594747,0.001592413,347.1927259,597,39.77777778,108100.7162
63,Exist5,0.525,0.5975,0.123,1,5.2,178.4496562,0.001544158,344.347485,589,38.66666667,107386.3369
64,Exist11,1.07,0.7875,0.123,1,5.2,196.5389799,0.001592413,366.8018643,594,39.94444444,113031.2131
65,Exist12,0.625,0.6975,0.123,1,5.2,179.1383505,0.001592413,345.152167,598,39.88888889,107587.4635
66,Exist13,0.5175,0.5975,0.123,1,5.2,178.053821,0.001544158,343.8592984,589,38.66666667,107263.4772
67,Exist14,0.565,0.6975,0.123,1,5.2,175.9735995,0.001640667,341.2409065,600,40.05555556,106603.6462
68,Exist15,0.43,0.5975,0.123,1,5.2,172.8929568,0.001592413,337.4707834,594,39,105656.9127
69,Exist21,0.9625,0.745,0.123,1,5.2,193.2505998,0.001592413,362.7399294,593,39.61111111,112010.4628
70,Exist22,0.5575,0.6575,0.123,1,5.2,177.4186414,0.001592413,343.0446984,594,39.5,107057.4802
71,Exist23,0.4525,0.5675,0.123,1,5.2,175.6895227,0.001544158,340.9404999,588,38.44444444,106529.5075
72,Exist24,0.5,0.6575,0.123,1,5.2,174.2685599,0.001592413,339.1245987,598,39.66666667,106071.6113
73,Exist25,0.375,0.5675,0.123,1,5.2,170.9696602,0.001592413,335.1019377,592,38.72222222,105061.3257
74,Exist31,0.9925,0.745,0.123,1,5.2,194.7012393,0.001592413,364.532458,593,39.55555556,112461.3812
75,Exist32,0.5375,0.6575,0.123,1,5.2,176.354186,0.001592413,341.7175233,597,39.55555556,106723.853
76,Exist33,0.4175,0.5675,0.123,1,5.2,173.5229248,0.001544158,338.2650708,589,38.55555556,105856.7858
77,Exist34,0.4725,0.6575,0.123,1,5.2,172.7108427,0.001592413,337.2144814,599,39.77777778,105590.971
78,Exist35,0.325,0.5675,0.123,1,5.2,168.0240831,0.001592413,331.457527,594,38.94444444,104144.5724
79,New1,0.2475,0.2775,0.123,1,5.2,177.8280845,0.001399393,343.7459511,541,35.88888889,107239.7467
80,New2,0.155,0.24,0.123,1,5.2,173.3693294,0.001399393,338.2862129,539,35.83333333,105867.2794
81,New3,0.1475,0.185,0.123,1,5.2,175.9314246,0.001399393,341.4715888,524,35.5,106669.3486
82,New7,0.305,0.325,0.123,1,5.2,179.0332995,0.001399393,345.1876208,548,36.11111111,107601.469
83,New8,0.255,0.2975,0.123,1,5.2,177.2344041,0.001399393,343.008911,545,36,107053.9212
84,New9,0.2,0.26,0.123,1,5.2,175.3800639,0.001399393,340.7361154,541,35.88888889,106482.9827
85,New13,0.2525,0.295,0.123,1,5.2,177.206368,0.001399393,342.97465,543,36,107045.3108
86,New14,0.21,0.275,0.123,1,5.2,175.2923364,0.001399393,340.62367,542,35.94444444,106454.4684
87,New15,0.155,0.2475,0.123,1,5.2,172.9283276,0.001399393,337.7357774,541,35.88888889,105728.7755
88,Exist1,1.1475,0.7875,0.0738,1,5.2,183.8908815,0.002316236,350.9475038,638,40.16666667,109042.1496
89,Exist2,0.7125,0.6975,0.0738,1,5.2,166.8583406,0.002364491,329.8516083,641,40.16666667,103737.4951
90,Exist3,0.605,0.5975,0.0738,1,5.2,166.322711,0.002267981,329.2116289,632,38.88888889,103577.5913
91,Exist4,0.655,0.6975,0.0738,1,5.2,164.5648323,0.002364491,326.998425,645,40.27777778,103019.761
92,Exist5,0.525,0.5975,0.0738,1,5.2,162.1742351,0.002316236,324.084015,637,39.16666667,102287.9133
93,Exist11,1.07,0.7875,0.0738,1,5.2,180.2617734,0.002364491,346.4391652,638,40.38888889,107908.1912
94,Exist12,0.625,0.6975,0.0738,1,5.2,162.9615142,0.002364491,325.0136886,646,40.38888889,102520.7073
95,Exist13,0.5175,0.5975,0.0738,1,5.2,161.7832737,0.002316236,323.5887548,637,39.22222222,102163.3608
96,Exist14,0.565,0.6975,0.0738,1,5.2,159.834595,0.002412746,321.1220366,649,40.61111111,101541.4782
97,Exist15,0.43,0.5975,0.0738,1,5.2,156.6837414,0.002316236,317.2882056,641,39.55555556,100578.4791
98,Exist21,0.9625,0.745,0.0738,1,5.2,176.9567936,0.002316236,342.3109564,638,40.11111111,106870.7002
99,Exist22,0.5575,0.6575,0.0738,1,5.2,161.2200904,0.002364491,322.8589415,643,40,101979.0968
100,Exist23,0.4525,0.5675,0.0738,1,5.2,159.4139086,0.002316236,320.6857385,636,39,101433.7821
101,Exist24,0.5,0.6575,0.0738,1,5.2,158.1072135,0.002364491,319.0091181,647,40.22222222,101010.5498
102,Exist25,0.375,0.5675,0.0738,1,5.2,154.7509869,0.002316236,314.9344836,640,39.33333333,99986.77776
103,Exist31,0.9925,0.745,0.0738,1,5.2,178.3940665,0.002316236,344.0978476,638,40,107320.0319
104,Exist32,0.5375,0.6575,0.0738,1,5.2,160.1683261,0.002364491,321.5534698,644,40.05555556,101650.6692
105,Exist33,0.4175,0.5675,0.0738,1,5.2,157.272355,0.002316236,318.0440651,637,39.11111111,100769.0342
106,Exist34,0.4725,0.6575,0.0738,1,5.2,156.5713075,0.002364491,317.1081692,648,40.33333333,100532.2137
107,Exist35,0.325,0.5675,0.0738,1,5.2,151.8454614,0.002316236,311.3574651,641,39.5,99086.87638
108,New1,0.2475,0.2775,0.0738,1,5.2,161.173814,0.002123217,323.1559029,595,36.72222222,102058.0594
109,New2,0.155,0.24,0.0738,1,5.2,156.7159275,0.002074962,317.7075812,593,36.61111111,100688.3763
110,New3,0.1475,0.185,0.0738,1,5.2,159.177749,0.002026707,320.8021074,580,36.27777778,101468.2928
111,New7,0.305,0.325,0.0738,1,5.2,162.4247746,0.002123217,324.6170393,600,36.94444444,102424.7589
112,New8,0.255,0.2975,0.0738,1,5.2,160.6115476,0.002123217,322.4275487,596,36.83333333,101874.4168
113,New9,0.2,0.26,0.0738,1,5.2,158.729895,0.002074962,320.1812933,594,36.66666667,101310.1483
114,New13,0.2525,0.295,0.0738,1,5.2,160.5811952,0.002123217,322.3953825,596,36.83333333,101866.4178
115,New14,0.21,0.275,0.0738,1,5.2,158.6624829,0.002123217,320.0828419,596,36.77777778,101285.151
116,New15,0.155,0.2475,0.0738,1,5.2,156.2902225,0.002123217,317.1613241,596,36.66666667,100550.8376
117,Exist1,1.1475,0.7875,0.063,1,5.2,180.3280274,0.002461001,346.4954247,648,40.27777778,107921.4809
118,Exist2,0.7125,0.6975,0.063,1,5.2,163.3160914,0.002509256,325.4260808,650,40.27777778,102623.7542
119,Exist3,0.605,0.5975,0.063,1,5.2,162.7577336,0.002412746,324.7885255,642,39,102464.7143
120,Exist4,0.655,0.6975,0.063,1,5.2,161.0285184,0.002509256,322.5643763,652,40.44444444,101903.9634
121,Exist5,0.525,0.5975,0.063,1,5.2,158.6209354,0.002412746,319.6560748,647,39.27777778,101173.5659
122,Exist11,1.07,0.7875,0.063,1,5.2,176.7063987,0.002509256,341.9906514,649,40.5,106789.013
123,Exist12,0.625,0.6975,0.063,1,5.2,159.4302188,0.002509256,320.5921747,652,40.55555556,101407.8052
124,Exist13,0.5175,0.5975,0.063,1,5.2,158.2307943,0.002412746,319.1839769,648,39.33333333,101054.8346
125,Exist14,0.565,0.6975,0.063,1,5.2,156.3148325,0.002557511,316.7275569,653,40.72222222,100435.625
126,Exist15,0.43,0.5975,0.063,1,5.2,153.1462694,0.002461001,312.9147934,650,39.66666667,99477.83558
127,Exist21,0.9625,0.745,0.063,1,5.2,173.3983789,0.002461001,337.8748128,648,40.22222222,105754.2912
128,Exist22,0.5575,0.6575,0.063,1,5.2,157.684066,0.002509256,318.4544816,652,40.11111111,100870.5655
129,Exist23,0.4525,0.5675,0.063,1,5.2,155.8605124,0.002412746,316.280796,644,39.11111111,100325.1296
130,Exist24,0.5,0.6575,0.063,1,5.2,154.5815639,0.002509256,314.6350701,652,40.33333333,99909.9164
131,Exist25,0.375,0.5675,0.063,1,5.2,151.2128393,0.002461001,310.5687922,649,39.44444444,98888.07465
132,Exist31,0.9925,0.745,0.063,1,5.2,174.8316949,0.002461001,339.6671767,648,40.11111111,106205.0833
133,Exist32,0.5375,0.6575,0.063,1,5.2,156.6351487,0.002509256,317.1605796,652,40.22222222,100544.7909
134,Exist33,0.4175,0.5675,0.063,1,5.2,153.7258111,0.002461001,313.6445953,648,39.27777778,99661.84199
135,Exist34,0.4725,0.6575,0.063,1,5.2,153.0516897,0.002509256,312.7552001,652,40.5,99437.04762
136,Exist35,0.325,0.5675,0.063,1,5.2,148.3178334,0.002461001,307.0135112,650,39.66666667,97994.14582
137,New1,0.2475,0.2775,0.063,1,5.2,157.5350066,0.002219727,318.6674794,605,36.94444444,100928.4266
138,New2,0.155,0.24,0.063,1,5.2,153.0785677,0.002219727,313.2370006,603,36.83333333,99562.97304
139,New3,0.1475,0.185,0.063,1,5.2,155.5160688,0.002171472,316.2996672,592,36.44444444,100334.6278
140,New7,0.305,0.325,0.063,1,5.2,158.7967281,0.002219727,320.1527546,609,37.16666667,101301.4474
141,New8,0.255,0.2975,0.063,1,5.2,156.980461,0.002219727,317.9523186,607,37.05555556,100748.1847
142,New9,0.2,0.26,0.063,1,5.2,155.0932591,0.002219727,315.6610215,604,36.88888889,100172.5115
143,New13,0.2525,0.295,0.063,1,5.2,156.9491918,0.002219727,317.9161274,607,37.05555556,100739.0892
144,New14,0.21,0.275,0.063,1,5.2,155.0297556,0.002219727,315.5479404,607,36.94444444,100144.0073
145,New15,0.155,0.2475,0.063,1,5.2,152.6557098,0.002219727,312.7041016,605,36.88888889,99428.96128
146,Exist1,1.1475,0.7875,0.15,5,5.2,164.1819295,0.001495903,326.66252,572,39.38888889,102937.8049
147,Exist2,0.7125,0.6975,0.15,5,5.2,145.5821651,0.001495903,303.851514,588,39.5,97202.79263
148,Exist3,0.605,0.5975,0.15,5,5.2,144.8891762,0.001447648,303.0808093,570,38.05555556,97011.05427
149,Exist4,0.655,0.6975,0.15,5,5.2,143.0325679,0.001495903,300.6970668,599,39.72222222,96409.5154
150,Exist5,0.525,0.5975,0.15,5,5.2,140.2735443,0.001447648,297.4515089,589,38.44444444,95595.37859
151,Exist11,1.07,0.7875,0.15,5,5.2,160.3524186,0.001495903,321.9304432,574,39.66666667,101747.7021
152,Exist12,0.625,0.6975,0.15,5,5.2,141.254567,0.001544158,298.5189813,604,39.83333333,95861.69987
153,Exist13,0.5175,0.5975,0.15,5,5.2,139.8400221,0.001447648,296.9108891,592,38.44444444,95459.42646
154,Exist14,0.565,0.6975,0.15,5,5.2,137.7966673,0.001544158,294.2774698,630,40.16666667,94794.29024
155,Exist15,0.43,0.5975,0.15,5,5.2,134.2005173,0.001495903,290.0221351,621,38.94444444,93727.2281
156,Exist21,0.9625,0.745,0.15,5,5.2,156.9234719,0.001495903,317.7403262,572,39.33333333,100695.0771
157,Exist22,0.5575,0.6575,0.15,5,5.2,139.2775627,0.001495903,296.1603148,606,39.38888889,95269.69005
158,Exist23,0.4525,0.5675,0.15,5,5.2,137.1889448,0.001447648,293.7125526,599,38.22222222,94655.62864
159,Exist24,0.5,0.6575,0.15,5,5.2,135.8390615,0.001495903,291.926524,631,39.72222222,94204.22079
160,Exist25,0.375,0.5675,0.15,5,5.2,132.0406268,0.001495903,287.4446863,631,38.66666667,93079.64003
161,Exist31,0.9925,0.745,0.15,5,5.2,158.4607291,0.001495903,319.6279056,570,39.22222222,101169.6287
162,Exist32,0.5375,0.6575,0.15,5,5.2,138.1139917,0.001495903,294.7142452,612,39.5,94905.58812
163,Exist33,0.4175,0.5675,0.15,5,5.2,134.8224267,0.001447648,290.8482935,612,38.38888889,93935.62045
164,Exist34,0.4725,0.6575,0.15,5,5.2,134.144252,0.001544158,289.8705121,636,39.88888889,93686.82972
165,Exist35,0.325,0.5675,0.15,5,5.2,128.8406497,0.001495903,283.5353446,646,38.94444444,92096.05019
166,New1,0.2475,0.2775,0.15,5,5.2,139.143221,0.001302883,296.6177952,486,33.22222222,95392.39074
167,New2,0.155,0.24,0.15,5,5.2,134.2119054,0.001302883,290.7411344,480,32.83333333,93915.14354
168,New3,0.1475,0.185,0.15,5,5.2,137.0438422,0.001254628,294.3148206,464,32.44444444,94815.22651
169,New7,0.305,0.325,0.15,5,5.2,140.5014041,0.001302883,298.1357191,496,34,95773.53185
170,New8,0.255,0.2975,0.15,5,5.2,138.4979561,0.001302883,295.791177,490,33.61111111,95184.39237
171,New9,0.2,0.26,0.15,5,5.2,136.4343825,0.001302883,293.3768298,484,33.11111111,94577.7946
172,New13,0.2525,0.295,0.15,5,5.2,138.4655771,0.001302883,295.7524084,490,33.61111111,95174.56423
173,New14,0.21,0.275,0.15,5,5.2,136.3431324,0.001302883,293.2270635,488,33.38888889,94539.81602
174,New15,0.155,0.2475,0.15,5,5.2,133.7275707,0.001302883,290.1352058,484,33.05555556,93762.69325
175,Exist1,1.1475,0.7875,0.09,5,5.2,144.4965258,0.002267981,302.1893525,636,40.11111111,96779.2028
176,Exist2,0.7125,0.6975,0.09,5,5.2,126.1033408,0.002316236,279.7742015,642,40.33333333,91143.76074
177,Exist3,0.605,0.5975,0.09,5,5.2,125.2425695,0.002219727,278.8816842,628,38.88888889,90920.30476
178,Exist4,0.655,0.6975,0.09,5,5.2,123.6129524,0.002316236,276.7484189,646,40.61111111,90382.47949
179,Exist5,0.525,0.5975,0.09,5,5.2,120.7319886,0.002267981,273.4457327,643,39.27777778,89553.3909
180,Exist11,1.07,0.7875,0.09,5,5.2,140.7293121,0.002316236,297.5619889,639,40.44444444,95615.41628
181,Exist12,0.625,0.6975,0.09,5,5.2,121.8766437,0.002316236,274.6489776,655,40.77777778,89854.17384
182,Exist13,0.5175,0.5975,0.09,5,5.2,120.3084069,0.002267981,272.9422692,645,39.33333333,89426.7768
183,Exist14,0.565,0.6975,0.09,5,5.2,118.4947938,0.002316236,270.5591625,668,41.11111111,88825.22788
184,Exist15,0.43,0.5975,0.09,5,5.2,114.79837,0.002267981,266.2751244,672,39.88888889,87749.33856
185,Exist21,0.9625,0.745,0.09,5,5.2,137.2837657,0.002267981,293.4065927,637,40.11111111,94571.00769
186,Exist22,0.5575,0.6575,0.09,5,5.2,119.8720376,0.002316236,272.3095902,657,40.33333333,89266.49969
187,Exist23,0.4525,0.5675,0.09,5,5.2,117.6611417,0.002267981,269.8042515,653,39.11111111,88638.13811
188,Exist24,0.5,0.6575,0.09,5,5.2,116.5106478,0.002316236,268.2361818,673,40.66666667,88241.67701
189,Exist25,0.375,0.5675,0.09,5,5.2,112.6304693,0.002267981,263.6983114,678,39.61111111,87101.74044
190,Exist31,0.9925,0.745,0.09,5,5.2,138.7939518,0.002267981,295.238361,636,39.94444444,95031.61784
191,Exist32,0.5375,0.6575,0.09,5,5.2,118.7354894,0.002316236,270.9283468,659,40.44444444,88918.77465
192,Exist33,0.4175,0.5675,0.09,5,5.2,115.3481384,0.002267981,267.0102685,665,39.33333333,87935.45186
193,Exist34,0.4725,0.6575,0.09,5,5.2,114.8553109,0.002316236,266.2189499,678,40.83333333,87734.37171
194,Exist35,0.325,0.5675,0.09,5,5.2,109.5081344,0.002267981,259.9175039,693,39.94444444,86150.79316
195,New1,0.2475,0.2775,0.09,5,5.2,118.9491622,0.002026707,272.0104676,564,33.88888889,89199.81711
196,New2,0.155,0.24,0.09,5,5.2,114.0219483,0.002026707,266.1844745,563,33.66666667,87735.30357
197,New3,0.1475,0.185,0.09,5,5.2,116.6652566,0.001978452,269.6094164,542,33.22222222,88598.93865
198,New7,0.305,0.325,0.09,5,5.2,120.3884136,0.002074962,273.6329173,577,34.66666667,89606.63292
199,New8,0.255,0.2975,0.09,5,5.2,118.3620445,0.002026707,271.242215,573,34.27777778,89005.97752
200,New9,0.2,0.26,0.09,5,5.2,116.2505538,0.002026707,268.8140386,562,33.77777778,88395.98913
201,New13,0.2525,0.295,0.09,5,5.2,118.3240196,0.002026707,271.2007158,573,34.22222222,88995.54804
202,New14,0.21,0.275,0.09,5,5.2,116.1963152,0.002026707,268.7036881,570,34,88368.08627
203,New15,0.155,0.2475,0.09,5,5.2,113.5666631,0.002026707,265.6049214,569,33.72222222,87589.397
204,Exist1,1.1475,0.7875,0.123,5,5.2,155.2914903,0.001833687,315.5982953,599,39.72222222,100153.2656
205,Exist2,0.7125,0.6975,0.123,5,5.2,136.776896,0.001833687,292.9358917,604,39.88888889,94455.09013
206,Exist3,0.605,0.5975,0.123,5,5.2,136.0096427,0.001785432,292.1290072,590,38.44444444,94254.51392
207,Exist4,0.655,0.6975,0.123,5,5.2,134.2540802,0.001881942,289.8469066,622,40.11111111,93678.17974
208,Exist5,0.525,0.5975,0.123,5,5.2,131.440046,0.001785432,286.5559776,611,38.77777778,92852.38563
209,Exist11,1.07,0.7875,0.123,5,5.2,151.4897743,0.001881942,310.9110957,602,40,98974.44118
210,Exist12,0.625,0.6975,0.123,5,5.2,132.4941749,0.001881942,287.7128864,633,40.22222222,93141.26873
211,Exist13,0.5175,0.5975,0.123,5,5.2,131.0109632,0.001785432,286.0367546,614,38.83333333,92721.89582
212,Exist14,0.565,0.6975,0.123,5,5.2,129.07126,0.001881942,283.5497352,647,40.55555556,92094.14689
213,Exist15,0.43,0.5975,0.123,5,5.2,125.4295573,0.001833687,279.2298466,646,39.33333333,91009.67232
214,Exist21,0.9625,0.745,0.123,5,5.2,148.051804,0.001833687,306.7608542,599,39.66666667,97931.49792
215,Exist22,0.5575,0.6575,0.123,5,5.2,130.5053481,0.001833687,285.3453579,633,39.83333333,92546.69207
216,Exist23,0.4525,0.5675,0.123,5,5.2,128.3623469,0.001785432,282.8437376,624,38.61111111,91919.68963
217,Exist24,0.5,0.6575,0.123,5,5.2,127.1009632,0.001881942,281.170932,647,40.11111111,91496.39702
218,Exist25,0.375,0.5675,0.123,5,5.2,123.2647449,0.001833687,276.6617195,653,39.05555556,90364.25712
219,Exist31,0.9925,0.745,0.123,5,5.2,149.5773352,0.001833687,308.6228699,599,39.55555556,98399.8796
220,Exist32,0.5375,0.6575,0.123,5,5.2,129.3537443,0.001881942,283.9295242,637,39.88888889,92190.10404
221,Exist33,0.4175,0.5675,0.123,5,5.2,126.0191843,0.001785432,279.9992403,640,38.77777778,91204.13838
222,Exist34,0.4725,0.6575,0.123,5,5.2,125.424201,0.001881942,279.1224877,657,40.27777778,90981.07764
223,Exist35,0.325,0.5675,0.123,5,5.2,120.0985945,0.001833687,272.8587147,669,39.33333333,89407.73128
224,New1,0.2475,0.2775,0.123,5,5.2,130.0242948,0.001640667,285.5069621,522,33.5,92596.98709
225,New2,0.155,0.24,0.123,5,5.2,125.0931722,0.001640667,279.6832398,517,33.16666667,91133.46887
226,New3,0.1475,0.185,0.123,5,5.2,127.8457779,0.001592413,283.20753,494,32.77777778,92020.79807
227,New7,0.305,0.325,0.123,5,5.2,131.4189104,0.001640667,287.056087,536,34.27777778,92985.88465
228,New8,0.255,0.2975,0.123,5,5.2,129.4047015,0.001640667,284.7115335,529,33.88888889,92396.48754
229,New9,0.2,0.26,0.123,5,5.2,127.3192684,0.001640667,282.322137,519,33.38888889,91796.58492
230,New13,0.2525,0.295,0.123,5,5.2,129.3693307,0.001640667,284.6748597,529,33.88888889,92387.27079
231,New14,0.21,0.275,0.123,5,5.2,127.2445216,0.001640667,282.1800801,526,33.66666667,91760.28909
232,New15,0.155,0.2475,0.123,5,5.2,124.6214321,0.001640667,279.0953188,519,33.33333333,90985.37436
233,Exist1,1.1475,0.7875,0.0738,5,5.2,139.2288252,0.002461001,295.6468814,649,40.33333333,95133.43694
234,Exist2,0.7125,0.6975,0.0738,5,5.2,120.9014599,0.002509256,273.4316249,653,40.61111111,89547.29771
235,Exist3,0.605,0.5975,0.0738,5,5.2,119.9947016,0.002412746,272.5112958,643,39.11111111,89317.19183
236,Exist4,0.655,0.6975,0.0738,5,5.2,118.4275747,0.002509256,270.4352664,656,40.83333333,88793.15649
237,Exist5,0.525,0.5975,0.0738,5,5.2,115.5125429,0.002412746,267.080465,657,39.55555556,87950.97041
238,Exist11,1.07,0.7875,0.0738,5,5.2,135.4819268,0.002461001,291.0877333,652,40.66666667,93987.13385
239,Exist12,0.625,0.6975,0.0738,5,5.2,116.7017373,0.002509256,268.3480649,663,41.05555556,88268.2666
240,Exist13,0.5175,0.5975,0.0738,5,5.2,115.0925803,0.002412746,266.5805439,658,39.55555556,87825.33153
